Column1,Column2
اعطيني كتب صدرت عام 2015؟,SELECT * FROM books WHERE PublicationYear = 2015
"قديش عدد صفحات "" تقدير موقف الثورات العربية""؟",SELECT Pages FROM books WHERE Title = 'تقدير موقف الثورات العربية';
مين اللي نشر كتاب الحوادث والوقائع في تاريخ كربلاء؟,SELECT Publisher FROM books WHERE Title = 'الحوادث والوقائع في تاريخ كربلاء';
"مين اللي كاتب كتاب "" معاني الأخبار""؟",SELECT Author FROM books WHERE Title = 'معاني الأخبار';
"سعر "" الأزمة اللبنانية"" قديش؟",SELECT Price FROM books WHERE Title = 'الأزمة اللبنانية';
"مين الكاتب تبع ""أسئلة التنوير والعقلانية في الفكر العربي المعاصر""؟",SELECT Author FROM books WHERE Title = 'أسئلة التنوير والعقلانية في الفكر العربي المعاصر';
"مين اللي كاتب كتاب "" الصورة الإشهارية آليات الإقناع والدلالة""؟",SELECT Author FROM books WHERE Title = 'الصورة الإشهارية آليات الإقناع والدلالة';
من هو المؤلف وكم عدد صفحات كتاب 'الحارث ملك الانباط : سلسلة روايات تاريخ العرب والإسلام 6'؟,"SELECT Author, Pages FROM books WHERE Title = 'الحارث ملك الانباط : سلسلة روايات تاريخ العرب والإسلام 6';"
"قديش عدد صفحات "" هاملت""؟",SELECT Pages FROM books WHERE Title = 'هاملت';
"مين اللي كاتب كتاب "" في هوية الكتابة الأدبية ..قراءة في ذاكرة الكاتبات العربيات""؟",SELECT Author FROM books WHERE Title = 'في هوية الكتابة الأدبية ..قراءة في ذاكرة الكاتبات العربيات';
"من هو مؤلف كتاب ""مشهد العيان بحوادث سورية ولبنان""؟",SELECT Author FROM books WHERE Title = 'مشهد العيان بحوادث سورية ولبنان';
"بتعرف عدد صفحات كتاب "" اقتصاديات وسائل الإعلام""؟",SELECT Pages FROM books WHERE Title = 'اقتصاديات وسائل الإعلام';
"شو سعر كتاب "" مبادئ التسويق الأساسي""؟",SELECT Price FROM books WHERE Title = 'مبادئ التسويق الأساسي';
"ما هو سعر كتاب ""صفحات مطوية من تاريخ عرب الجاهلية""؟",SELECT Price FROM books WHERE Title = 'صفحات مطوية من تاريخ عرب الجاهلية';
"كم يبلغ عدد صفحات كتاب ""حياتنا الجنسية""؟",SELECT Pages FROM books WHERE Title = 'حياتنا الجنسية';
"شو سعر كتاب "" عهود النبي محمد (ص) لمسحيي العالم""؟",SELECT Price FROM books WHERE Title = 'عهود النبي محمد (ص) لمسحيي العالم';
مين ألّف كتاب معالم الحضارة العربية في القرن الثالث الهجري؟,SELECT Author FROM books WHERE Title = 'معالم الحضارة العربية في القرن الثالث الهجري';
"في أي سنة تم نشر كتاب ""مذكرات شمس بدران""؟",SELECT PublicationYear FROM books WHERE Title = 'مذكرات شمس بدران';
"بتعرف عدد صفحات كتاب "" حلم في ليلة نصف الصيف""؟",SELECT Pages FROM books WHERE Title = 'حلم في ليلة نصف الصيف';
غلاف الكتاب الخلافة العثمانية ورقي ولا صلب؟,SELECT Cover FROM books WHERE Title = 'الخلافة العثمانية';
"قديش ثمن "" يجلس عارياً أمام سكايب""؟",SELECT Price FROM books WHERE Title = 'يجلس عارياً أمام سكايب';
الغلاف تبع النور اللائح والدر الصادح كيف شكله؟,SELECT Cover FROM books WHERE Title = 'النور اللائح والدر الصادح';
"في أي سنة تم نشر كتاب ""Mon premier alphabet IIlustré""؟",SELECT PublicationYear FROM books WHERE Title = 'Mon premier alphabet IIlustré';
"مين اللي كاتب كتاب "" التناظر والكون الجميل""؟",SELECT Author FROM books WHERE Title = 'التناظر والكون الجميل';
"شو سعر كتاب "" حاضنات الأعمال في مملكة البحرين""؟",SELECT Price FROM books WHERE Title = 'حاضنات الأعمال في مملكة البحرين';
"بتعرف مين كتب "" حلف شمال الأطلسي؛ آفاق وتطورات""؟",SELECT Author FROM books WHERE Title = 'حلف شمال الأطلسي؛ آفاق وتطورات';
مين دار النشر لكتاب Sahar And The Enchanted Prince And Other Stories؟,SELECT Publisher FROM books WHERE Title = 'Sahar And The Enchanted Prince And Other Stories';
تحت أي فئة فرعية بيجي كتاب المغرب الذي عشته؟,SELECT Subcategory FROM books WHERE Title = 'المغرب الذي عشته';
"بتعرف عدد صفحات كتاب "" التداوي بالأعشاب والنباتات قديماََ وحديثاََََ""؟",SELECT Pages FROM books WHERE Title = 'التداوي بالأعشاب والنباتات قديماََ وحديثاََََ';
"بتعرف مين كتب ""خطاب الهوية-سيرة فكرية""؟",SELECT Author FROM books WHERE Title = 'خطاب الهوية-سيرة فكرية';
قديش عدد صفحات أول زهرة في الأرض؟,SELECT Pages FROM books WHERE Title = 'أول زهرة في الأرض';
"شو سعر كتاب "" التحليل العددي للمهندسين""؟",SELECT Price FROM books WHERE Title = 'التحليل العددي للمهندسين';
"قديش عدد صفحات "" الخصائص الفيزيائية لنظام سيرمتي بطريقة الرش الحراري باللهب""؟",SELECT Pages FROM books WHERE Title = 'الخصائص الفيزيائية لنظام سيرمتي بطريقة الرش الحراري باللهب';
"سعر "" دراسة عددية وتحليلية لبعض الخوارزميات الانحدارية"" قديش؟",SELECT Price FROM books WHERE Title = 'دراسة عددية وتحليلية لبعض الخوارزميات الانحدارية';
"مين اللي كاتب كتاب "" الجواب الكافي لمن سأل عن الدواء الشافي""؟",SELECT Author FROM books WHERE Title = 'الجواب الكافي لمن سأل عن الدواء الشافي';
"سعر "" 50 فكرة يجب أن تعرفها عن الكيمياء"" قديش؟",SELECT Price FROM books WHERE Title = '50 فكرة يجب أن تعرفها عن الكيمياء';
"قديش ثمن "" 3000 مسألة محلولة في الكيمياء""؟",SELECT Price FROM books WHERE Title = '3000 مسألة محلولة في الكيمياء';
"بتعرف عدد صفحات كتاب "" الفقاهة - العدد الخامس""؟",SELECT Pages FROM books WHERE Title = 'الفقاهة - العدد الخامس';
"ما هو موضوع كتاب ""الصادق الزمرلي - الأعمال الكاملة""؟",SELECT Description FROM books WHERE Title = 'الصادق الزمرلي - الأعمال الكاملة';
"مين الكاتب تبع ""المعرفة والقوة : نحو طريقة علمية للهيمنة""؟",SELECT Author FROM books WHERE Title = 'المعرفة والقوة : نحو طريقة علمية للهيمنة';
"شو سعر كتاب "" محمد صلى الله عليه وسلم؛ شاطئ وسحاب""؟",SELECT Price FROM books WHERE Title = 'محمد صلى الله عليه وسلم؛ شاطئ وسحاب';
الكتاب وصف أقاليم شبه الجزيرة العربية نزل في أي سنة؟,SELECT PublicationYear FROM books WHERE Title = 'وصف أقاليم شبه الجزيرة العربية';
"بدي أعرف مين ألّف كتاب "" الرياضيات الأساسية""؟",SELECT Author FROM books WHERE Title = 'الرياضيات الأساسية';
"مين الكاتب تبع "" التسويق الاجتماعي""؟",SELECT Author FROM books WHERE Title = 'التسويق الاجتماعي';
اعطيني كتب  فلاح خالد علي من الأرخص للأغلى,SELECT * FROM books WHERE Author = 'فلاح خالد علي' ORDER BY Price ASC
"بتعرف مين كتب "" اتفاقات ومساعي التسوية من كامب ديفيد حى واي بلانتيشن""؟",SELECT Author FROM books WHERE Title = 'اتفاقات ومساعي التسوية من كامب ديفيد حى واي بلانتيشن';
من هو المؤلف وكم عدد صفحات كتاب ' الوليمة'؟,"SELECT Author, Pages FROM books WHERE Title = 'الوليمة';"
"قديش ثمن "" إسلامية المعرفة - العدد 51""؟",SELECT Price FROM books WHERE Title = 'إسلامية المعرفة - العدد 51';
شو الكتب التي كتبها إيشونويال لوميو وشو هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'إيمانويال لوميو';"
"قديش عدد صفحات "" تقنية التكلفة المستهدفة أداة لإدارة التكلفة الستراتيجية – دراسة تطبيقية""؟",SELECT Pages FROM books WHERE Title = 'تقنية التكلفة المستهدفة أداة لإدارة التكلفة الستراتيجية – دراسة تطبيقية';
"بدي أعرف بكم سعر كتاب "" فن القيادة الذاتية""؟",SELECT Price FROM books WHERE Title = 'فن القيادة الذاتية';
"سعر "" تراجيديا آدم"" قديش؟",SELECT Price FROM books WHERE Title = 'تراجيديا آدم';
"قديش عدد صفحات "" فضاء العلم""؟",SELECT Pages FROM books WHERE Title = 'فضاء العلم';
شو أشهر كتب المحاسبة؟,SELECT Title FROM books WHERE Subcategory = 'المحاسبة';
بدي كتب من الفئة الفرعية 'التسويق',SELECT * FROM books WHERE Subcategory = 'التسويق';
"من هو الناشر لكتاب ""الشعر في عصر النبوة والخلافة الراشدة""؟",SELECT Publisher FROM books WHERE Title = 'الشعر في عصر النبوة والخلافة الراشدة';
إيش الكتب التابعة لـ الفئة الثانوية الروايات؟,SELECT * FROM books WHERE Subcategory = 'الروايات';
"بتعرف مين كتب "" مسند الإمام الجواد""؟",SELECT Author FROM books WHERE Title = 'مسند الإمام الجواد';
"من فضلك، شو الكتب اللي طبعتها دار  المكتبة البولسية لبنان؟",SELECT Title FROM books WHERE Publisher = 'المكتبة البولسية لبنان';
الكتاب مطمح الأنفس ومسرح التأنس في ملح أهل الأندلس شو موضوعه؟,SELECT Description FROM books WHERE Title = 'مطمح الأنفس ومسرح التأنس في ملح أهل الأندلس';
"بتعرف مين كتب "" التصوير القرآني للجنة والنار""؟",SELECT Author FROM books WHERE Title = 'التصوير القرآني للجنة والنار';
شو الفئة الفرعية تبعت أسعد رضيع بالحي؟,SELECT Subcategory FROM books WHERE Title = 'أسعد رضيع بالحي';
الكتاب ليلة مع مكور كم صفحة فيه؟,SELECT Pages FROM books WHERE Title = 'ليلة مع مكور';
"سعر "" على مذبح الشهوات"" قديش؟",SELECT Price FROM books WHERE Title = 'على مذبح الشهوات';
"بتعرف مين كتب "" الزلة الكبرى وقصص أخرى""؟",SELECT Author FROM books WHERE Title = 'الزلة الكبرى وقصص أخرى';
"مين الكاتب تبع "" لحظة Lahza""؟",SELECT Author FROM books WHERE Title = 'لحظة Lahza';
الكتاب تاريخ أئمة أهل البيت والواقع السياسي نزل في أي سنة؟,SELECT PublicationYear FROM books WHERE Title = 'تاريخ أئمة أهل البيت والواقع السياسي';
مين ألّف كتاب علمتني حياتي؟,SELECT Author FROM books WHERE Title = 'علمتني حياتي';
"من هو الناشر لكتاب ""تيسير قبعة الإنسان والقضية""؟",SELECT Publisher FROM books WHERE Title = 'تيسير قبعة الإنسان والقضية';
"مين اللي كاتب كتاب ""الجنس عند فرويد""؟",SELECT Author FROM books WHERE Title = 'الجنس عند فرويد';
"مين الكاتب تبع "" ماذا بعد إخفاق الرأسمالية والشيوعيّة""؟",SELECT Author FROM books WHERE Title = 'ماذا بعد إخفاق الرأسمالية والشيوعيّة';
"في أي سنة تم نشر كتاب ""زايد وتعليم المرأة في أبوظبي""؟",SELECT PublicationYear FROM books WHERE Title = 'زايد وتعليم المرأة في أبوظبي';
"بدي أعرف بكم سعر كتاب "" محاضرات في العالم الإسلامي""؟",SELECT Price FROM books WHERE Title = 'محاضرات في العالم الإسلامي';
"مين الكاتب تبع "" أسس كيمياء الكم والطيوف""؟",SELECT Author FROM books WHERE Title = 'أسس كيمياء الكم والطيوف';
مين اللي نشر كتاب أخواي مميزان؟,SELECT Publisher FROM books WHERE Title = 'أخواي مميزان';
هل في كتاب فيه أكتر من 121 صفحة؟,SELECT * FROM books WHERE Pages > 121
"مين الكاتب تبع "" التحليل الإحصائي للتباين الإقليمي في مستويات البطالة ومعدلاتها في الأردن""؟",SELECT Author FROM books WHERE Title = 'التحليل الإحصائي للتباين الإقليمي في مستويات البطالة ومعدلاتها في الأردن';
"مين اللي كاتب كتاب "" تهذيب التهذيب 1-4""؟",SELECT Author FROM books WHERE Title = 'تهذيب التهذيب 1-4';
"بتعرف عدد صفحات كتاب "" الأحاديث الواردة في اللعب والرياضة – شمواه""؟",SELECT Pages FROM books WHERE Title = 'الأحاديث الواردة في اللعب والرياضة – شمواه';
"من هو مؤلف كتاب ""درة الأوطان""؟",SELECT Author FROM books WHERE Title = 'درة الأوطان';
"قديش ثمن "" رفيق الأزمات لمعالجة الضعف في الرياضيات""؟",SELECT Price FROM books WHERE Title = 'رفيق الأزمات لمعالجة الضعف في الرياضيات';
ما اسم الناشر وسنة النشر لكتاب ' العسكرتاريا والامن الوطني والاعلامي'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'العسكرتاريا والامن الوطني والاعلامي';"
"بتعرف عدد صفحات كتاب "" اتجاهات العقلانية في الكلام الإسلامي""؟",SELECT Pages FROM books WHERE Title = 'اتجاهات العقلانية في الكلام الإسلامي';
"بتعرف عدد صفحات كتاب ""ايديولوجيا الجسد : رموزية الطهارة والنجاسة""؟",SELECT Pages FROM books WHERE Title = 'ايديولوجيا الجسد : رموزية الطهارة والنجاسة';
من هو المؤلف وقديش عدد صفحات كتاب ' فقه الإيمان'؟,"SELECT Author, Pages FROM books WHERE Title = 'فقه الإيمان';"
مين اللي نشر كتاب السير في الطريق السريع؟,SELECT Publisher FROM books WHERE Title = 'السير في الطريق السريع';
"سعر "" هذا كل ما أملك"" قديش؟",SELECT Price FROM books WHERE Title = 'هذا كل ما أملك';
"قديش عدد صفحات "" القرآن الكريم بالرسم العثماني""؟",SELECT Pages FROM books WHERE Title = 'القرآن الكريم بالرسم العثماني';
"سعر "" حياتي زورق مثقوب"" قديش؟",SELECT Price FROM books WHERE Title = 'حياتي زورق مثقوب';
"شو سعر كتاب ""كتاب الحيوان لأبي بكر بن باجة على ضوء مخطوطي أكسفورد وبرلين""؟",SELECT Price FROM books WHERE Title = 'كتاب الحيوان لأبي بكر بن باجة على ضوء مخطوطي أكسفورد وبرلين';
التصنيف تبع كتاب أفكار وتجارب في تربية الأبناء شو؟,SELECT Category FROM books WHERE Title = 'أفكار وتجارب في تربية الأبناء';
"مين الكاتب تبع "" أشباح في الظلام""؟",SELECT Author FROM books WHERE Title = 'أشباح في الظلام';
مين دار النشر لكتاب أعجبني هؤلاء؟,SELECT Publisher FROM books WHERE Title = 'أعجبني هؤلاء';
"شو سعر كتاب "" سر الخلق""؟",SELECT Price FROM books WHERE Title = 'سر الخلق';
"قديش عدد صفحات "" مقاصد الشريعة الإسلامية""؟",SELECT Pages FROM books WHERE Title = 'مقاصد الشريعة الإسلامية';
غلاف الكتاب النصوص الفنيقية في قره تيبه ورقي ولا صلب؟,SELECT Cover FROM books WHERE Title = 'النصوص الفنيقية في قره تيبه';
مين اللي نشر كتاب مملكة الجمال؟,SELECT Publisher FROM books WHERE Title = 'مملكة الجمال';
"قديش ثمن "" التجديف""؟",SELECT Price FROM books WHERE Title = 'التجديف';
بكم سعر كتاب نسيج العمامة؟,SELECT Price FROM books WHERE Title = 'نسيج العمامة';
"سعر "" ميكانيك السيارات"" قديش؟",SELECT Price FROM books WHERE Title = 'ميكانيك السيارات';
بكم سعر كتاب أدوات التهذيب الإيجابي في التربية؟,SELECT Price FROM books WHERE Title = 'أدوات التهذيب الإيجابي في التربية';
"فيه إشي جديد من  العصر الحديث للنشر، دار المناهل للطباعة والنشر والتوزيع؟","SELECT Title FROM books WHERE Publisher = 'العصر الحديث للنشر، دار المناهل للطباعة والنشر والتوزيع';"
"قديش ثمن "" ظهور الإمام المهدي من وجهة نظر الإسلام والمذاهب وسائر الأمم""؟",SELECT Price FROM books WHERE Title = 'ظهور الإمام المهدي من وجهة نظر الإسلام والمذاهب وسائر الأمم';
"بتعرف عدد صفحات كتاب "" الغراب الموسيقي""؟",SELECT Pages FROM books WHERE Title = 'الغراب الموسيقي';
"قديش عدد صفحات "" تطور حركة الاجتهاد عند الشيعة الامامية""؟",SELECT Pages FROM books WHERE Title = 'تطور حركة الاجتهاد عند الشيعة الامامية';
"مين اللي كاتب كتاب "" إدارة السياسة الاقتصادية في ظل ترتيبات سعر الصرف المختلفة""؟",SELECT Author FROM books WHERE Title = 'إدارة السياسة الاقتصادية في ظل ترتيبات سعر الصرف المختلفة';
"مين الكاتب تبع "" التفكير اللماح في طرفة عين""؟",SELECT Author FROM books WHERE Title = 'التفكير اللماح في طرفة عين';
غلاف الكتاب اليوبيل الذهبي لاستقلال لبنان ورقي ولا صلب؟,SELECT Cover FROM books WHERE Title = 'اليوبيل الذهبي لاستقلال لبنان';
"مين اللي كاتب كتاب "" إحكام الأحكام شرح عمدة الأحكام""؟",SELECT Author FROM books WHERE Title = 'إحكام الأحكام شرح عمدة الأحكام';
"قديش ثمن "" الفقه-آية الله العظمى السيد محمد الحسيني الشيرازي""؟",SELECT Price FROM books WHERE Title = 'الفقه-آية الله العظمى السيد محمد الحسيني الشيرازي';
الكتاب فصول من تاريخ قبيلة حرب في الحجاز ونجد شو موضوعه؟,SELECT Description FROM books WHERE Title = 'فصول من تاريخ قبيلة حرب في الحجاز ونجد';
"بتعرف عدد صفحات كتاب "" أسس نظريات فن التمثيل""؟",SELECT Pages FROM books WHERE Title = 'أسس نظريات فن التمثيل';
"قديش ثمن "" الفهرست - العددان السابع والعشرون والثامن والعشرون""؟",SELECT Price FROM books WHERE Title = 'الفهرست - العددان السابع والعشرون والثامن والعشرون';
"سعر "" استخدام الألعاب في تعليم الرياضيات"" قديش؟",SELECT Price FROM books WHERE Title = 'استخدام الألعاب في تعليم الرياضيات';
بدي أعرف شو الكتب اللي طبعتها دار عالم الثقافة للنشر والتوزيع؟,SELECT Title FROM books WHERE Publisher = 'دار عالم الثقافة للنشر والتوزيع';
"شو سعر كتاب "" قصص الأنبياء - عرائس المجالس - الثعالبي""؟",SELECT Price FROM books WHERE Title = 'قصص الأنبياء - عرائس المجالس - الثعالبي';
بكم سعر كتاب دليل الأولياء لترغيب الأبناء في القراءة؟,SELECT Price FROM books WHERE Title = 'دليل الأولياء لترغيب الأبناء في القراءة';
"بتعرف مين كتب "" زخارف إسلامية جديدة New Islamic Patterns""؟",SELECT Author FROM books WHERE Title = 'زخارف إسلامية جديدة New Islamic Patterns';
التصنيف تبع كتاب مصر أصل الحضارة شو؟,SELECT Category FROM books WHERE Title = 'مصر أصل الحضارة';
"بتعرف عدد صفحات كتاب "" الفهرست - العدد الثامن""؟",SELECT Pages FROM books WHERE Title = 'الفهرست - العدد الثامن';
الكتاب تأثير العطور والألوان على نفسية الإنسان كم صفحة فيه؟,SELECT Pages FROM books WHERE Title = 'تأثير العطور والألوان على نفسية الإنسان';
"بتعرف مين كتب "" العشاء في 6 حارة ترينتل u200e""؟",SELECT Author FROM books WHERE Title = 'العشاء في 6 حارة ترينتل u200e';
شو الفئة الفرعية تبعت عبد الكريم الخليل مشعل العرب الاول؟,SELECT Subcategory FROM books WHERE Title = 'عبد الكريم الخليل مشعل العرب الاول';
"سعر ""الأممية الرابعة من تروتسكي مؤسساً، إلى الآن"" قديش؟","SELECT Price FROM books WHERE Title = 'الأممية الرابعة من تروتسكي مؤسساً، إلى الآن';"
"قديش ثمن "" المشهد الإعلامي والإعلاني في الصين""؟",SELECT Price FROM books WHERE Title = 'المشهد الإعلامي والإعلاني في الصين';
"بتعرف مين كتب "" مقدمة في الجبر الخطي""؟",SELECT Author FROM books WHERE Title = 'مقدمة في الجبر الخطي';
بدي كتب من المجال الفرعي الحضارات والمدن,SELECT * FROM books WHERE Subcategory = 'الحضارات والمدن';
"قديش عدد صفحات "" الطريق إلى الرق""؟",SELECT Pages FROM books WHERE Title = 'الطريق إلى الرق';
"بتعرف مين كتب "" مبادئ علم الإحصاء""؟",SELECT Author FROM books WHERE Title = 'مبادئ علم الإحصاء';
"شو سعر كتاب "" الحماية الكهربائية في شبكات الضغط المنخفض""؟",SELECT Price FROM books WHERE Title = 'الحماية الكهربائية في شبكات الضغط المنخفض';
"شو سعر كتاب "" المرشد في إعداد وكتابة الأطروحات والرسائل الجامعية""؟",SELECT Price FROM books WHERE Title = 'المرشد في إعداد وكتابة الأطروحات والرسائل الجامعية';
"قديش ثمن "" قصص الأنبياء""؟",SELECT Price FROM books WHERE Title = 'قصص الأنبياء';
"مين اللي كاتب كتاب "" الثقافة النفسية المتخصصة - العددان الثاني والثالث والأربعون""؟",SELECT Author FROM books WHERE Title = 'الثقافة النفسية المتخصصة - العددان الثاني والثالث والأربعون';
"مين الكاتب تبع "" نصوص معاصرة - مجلة فصلية تعني بالفكر الديني المعاصر - العدد التاسع""؟",SELECT Author FROM books WHERE Title = 'نصوص معاصرة - مجلة فصلية تعني بالفكر الديني المعاصر - العدد التاسع';
"من هو الناشر لكتاب ""قواعد التعامل مع الخوف وضعف الثقة عند الأطفال""؟",SELECT Publisher FROM books WHERE Title = 'قواعد التعامل مع الخوف وضعف الثقة عند الأطفال';
الكتاب المغول بين الإنتشار والإنكسار كم صفحة فيه؟,SELECT Pages FROM books WHERE Title = 'المغول بين الإنتشار والإنكسار';
"قديش ثمن "" الحكمية المحلية""؟",SELECT Price FROM books WHERE Title = 'الحكمية المحلية';
"شو سعر كتاب "" الأحكام الشرعية المتعلقة باختيار جنس الجنين والمولود""؟",SELECT Price FROM books WHERE Title = 'الأحكام الشرعية المتعلقة باختيار جنس الجنين والمولود';
"شو سعر كتاب "" المنهجية الإسلامية والعلوم السلوكية والتربوية (بحوث ومناقشات المؤتمر العالمي الرابع للفكر الإسلامي)""؟",SELECT Price FROM books WHERE Title = 'المنهجية الإسلامية والعلوم السلوكية والتربوية (بحوث ومناقشات المؤتمر العالمي الرابع للفكر الإسلامي)';
ما اسم الناشر وسنة النشر لكتاب ' التداوي بالأعشاب والخضار وفوائدها الطبيعية'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'التداوي بالأعشاب والخضار وفوائدها الطبيعية';"
شو الفئة الفرعية تبعت الجمال والرشاقة مع بطن مسطح؟,SELECT Subcategory FROM books WHERE Title = 'الجمال والرشاقة مع بطن مسطح';
بكم سعر كتاب الحيوية والرجولة؟,SELECT Price FROM books WHERE Title = 'الحيوية والرجولة';
الكتاب أعجبني هؤلاء نزل في أي سنة؟,SELECT PublicationYear FROM books WHERE Title = 'أعجبني هؤلاء';
"ما نوع غلاف كتاب ""حماية الطفل من الإهمال والعنف""؟",SELECT Cover FROM books WHERE Title = 'حماية الطفل من الإهمال والعنف';
"بتعرف مين كتب "" تاريخ النظرية الذرية""؟",SELECT Author FROM books WHERE Title = 'تاريخ النظرية الذرية';
مين دار النشر لكتاب تاريخ الحضارة؟,SELECT Publisher FROM books WHERE Title = 'تاريخ الحضارة';
"بتعرف مين كتب "" مكاور... يقظة سالومي""؟",SELECT Author FROM books WHERE Title = 'مكاور... يقظة سالومي';
"بتعرف عدد صفحات كتاب "" اجازات الخطاطين""؟",SELECT Pages FROM books WHERE Title = 'اجازات الخطاطين';
"قديش ثمن "" قاموس المسرح""؟",SELECT Price FROM books WHERE Title = 'قاموس المسرح';
"قديش ثمن "" القضاء الإداري - مبدأ المشروعية - ديوان المظالم - قضاء الالغاء""؟",SELECT Price FROM books WHERE Title = 'القضاء الإداري - مبدأ المشروعية - ديوان المظالم - قضاء الالغاء';
"بتعرف مين كتب "" عزيزي النفط.. ماذا فعلت؟""؟",SELECT Author FROM books WHERE Title = 'عزيزي النفط.. ماذا فعلت؟';
"قديش ثمن "" مصحف تفسير زبدة البيان مقاس 17*24 سم برواية حفص عن عاصم""؟",SELECT Price FROM books WHERE Title = 'مصحف تفسير زبدة البيان مقاس 17*24 سم برواية حفص عن عاصم';
"ما هو موضوع كتاب ""سكان لبنان في زمن الحروب الصليبية (1097 - 1290م)""؟",SELECT Description FROM books WHERE Title = 'سكان لبنان في زمن الحروب الصليبية (1097 - 1290م)';
"بتعرف عدد صفحات كتاب "" الدنيا رواية هزلية""؟",SELECT Pages FROM books WHERE Title = 'الدنيا رواية هزلية';
"قديش عدد صفحات ""فكر التأصيل : المنهج والفلسفة""؟",SELECT Pages FROM books WHERE Title = 'فكر التأصيل : المنهج والفلسفة';
"قديش عدد صفحات "" ابن تيمية ومنهجه في الحديث""؟",SELECT Pages FROM books WHERE Title = 'ابن تيمية ومنهجه في الحديث';
مين اللي نشر كتاب الأدب العربي من الانحدار إلى الازدهار؟,SELECT Publisher FROM books WHERE Title = 'الأدب العربي من الانحدار إلى الازدهار';
"بتعرف مين كتب "" الإدارة بالشفافية""؟",SELECT Author FROM books WHERE Title = 'الإدارة بالشفافية';
تحت أي فئة فرعية بيجي كتاب يوميات مشاغب 4؟,SELECT Subcategory FROM books WHERE Title = 'يوميات مشاغب 4';
من هو المؤلف وكم عدد صفحات كتاب ' الاستراتيجية الأميركية الجديدة'؟,"SELECT Author, Pages FROM books WHERE Title = 'الاستراتيجية الأميركية الجديدة';"
بدي كتاب صفحاته أكتر من 198,SELECT * FROM books WHERE Pages > 198
ما الكتب التي كتبها هيجل وما هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'هيجل';"
"قديش عدد صفحات "" التعليم ووسائل الاتصال وتكنولوجيا المعلومات""؟",SELECT Pages FROM books WHERE Title = 'التعليم ووسائل الاتصال وتكنولوجيا المعلومات';
"بتعرف مين كتب "" u200eتصميمات عربية - كتاب تلوينu200e""؟",SELECT Author FROM books WHERE Title = 'u200eتصميمات عربية - كتاب تلوينu200e';
مين كاتب صهاينة الخزر؟,SELECT Author FROM books WHERE Title = 'صهاينة الخزر';
"قديش ثمن "" جرائم الإرهاب في التشريع الأردني والإتفاقيات الدولية""؟",SELECT Price FROM books WHERE Title = 'جرائم الإرهاب في التشريع الأردني والإتفاقيات الدولية';
"شو سعر كتاب "" تاريخ الفنون الإسلامية""؟",SELECT Price FROM books WHERE Title = 'تاريخ الفنون الإسلامية';
"قديش ثمن "" أساسيات الفيزياء العامة""؟",SELECT Price FROM books WHERE Title = 'أساسيات الفيزياء العامة';
"بتعرف مين كتب "" الموسيقى والغناء في بلاد الرافدين""؟",SELECT Author FROM books WHERE Title = 'الموسيقى والغناء في بلاد الرافدين';
"قديش ثمن "" التقنيات الفكرية في التصميم الداخلي""؟",SELECT Price FROM books WHERE Title = 'التقنيات الفكرية في التصميم الداخلي';
غلاف الكتاب نوم الغزلان ورقي ولا صلب؟,SELECT Cover FROM books WHERE Title = 'نوم الغزلان';
قديش عدد صفحات أولادي يتشاجرون... ماذا أفعل؟؟,SELECT Pages FROM books WHERE Title = 'أولادي يتشاجرون... ماذا أفعل؟';
بكم سعر كتاب تحفة الراغب في صحة المتزوج وزواج العازب؟,SELECT Price FROM books WHERE Title = 'تحفة الراغب في صحة المتزوج وزواج العازب';
عن شو بيحكي كتاب أفضل طرق العناية بالشعر؟,SELECT Description FROM books WHERE Title = 'أفضل طرق العناية بالشعر';
التصنيف تبع كتاب تعرف أعضاء جسمك في الاستحمام شو؟,SELECT Category FROM books WHERE Title = 'تعرف أعضاء جسمك في الاستحمام';
غلاف الكتاب خطر في قرية ريحان ورقي ولا صلب؟,SELECT Cover FROM books WHERE Title = 'خطر في قرية ريحان';
"ما نوع غلاف كتاب ""إبهامينا""؟",SELECT Cover FROM books WHERE Title = 'إبهامينا';
"قديش ثمن "" الموجز في الطب""؟",SELECT Price FROM books WHERE Title = 'الموجز في الطب';
"مين الكاتب تبع "" كيمياء العناصر الرئيسية""؟",SELECT Author FROM books WHERE Title = 'كيمياء العناصر الرئيسية';
شو في كتب بتخص ألغاز؟,SELECT Title FROM books WHERE Subcategory = 'ألغاز';
شو الفئة الفرعية تبعت الزواج والجنس؟,SELECT Subcategory FROM books WHERE Title = 'الزواج والجنس';
"بتعرف عدد صفحات كتاب "" عثليا""؟",SELECT Pages FROM books WHERE Title = 'عثليا';
"مين الكاتب تبع "" أسمهان تروي قصتها""؟",SELECT Author FROM books WHERE Title = 'أسمهان تروي قصتها';
"شو سعر كتاب "" الموسوعه الموجزه في العلوم والثقافه والفنون من معارف المرحله الثانيه 13""؟",SELECT Price FROM books WHERE Title = 'الموسوعه الموجزه في العلوم والثقافه والفنون من معارف المرحله الثانيه 13';
بدي اشوف كتب صادرة عن  دار صادر.,SELECT Title FROM books WHERE Publisher = 'دار صادر';
